run_id,epoch,train_loss,val_loss,train_acc,val_acc,lr,epoch_time_s
cats_vs_dogs_mobilenetv2_linear_123,0,0.2195063048644635,0.0673579323415955,0.9332985930171964,0.9875,0.001,61.064999882131815
cats_vs_dogs_mobilenetv2_linear_123,1,0.12092284386110778,0.05134403621777892,0.9593538301198541,0.9875,0.001,61.448351211845875
cats_vs_dogs_mobilenetv2_linear_123,2,0.0978746521963683,0.039686503276849784,0.9671704012506513,0.9875,0.001,61.511382307857275
cats_vs_dogs_mobilenetv2_linear_123,3,0.09563413797186153,0.03824639548547566,0.9640437727983324,0.99375,0.0009000000000000001,61.37754359468818
cats_vs_dogs_mobilenetv2_linear_123,4,0.09458895190509736,0.037659174654011925,0.962480458572173,0.99375,0.0009000000000000001,61.38297889381647
cats_vs_dogs_mobilenetv2_linear_123,5,0.0841627566181725,0.03495486121003826,0.9671704012506513,0.9916666666666667,0.0009000000000000001,61.49320238828659
cats_vs_dogs_mobilenetv2_linear_123,6,0.09150839888953244,0.03425661694879333,0.9630015633142261,0.9875,0.0008100000000000001,61.33188961818814
cats_vs_dogs_mobilenetv2_linear_123,7,0.09409523876058738,0.0327300196668754,0.9635226680562793,0.9916666666666667,0.0008100000000000001,61.46566751226783
cats_vs_dogs_mobilenetv2_linear_123,8,0.0826767826469352,0.033131417849411565,0.9682126107347577,0.9916666666666667,0.0008100000000000001,61.41641979664564
cats_vs_dogs_mobilenetv2_linear_123,9,0.08297426530381799,0.037540347781032324,0.9697759249609171,0.9875,0.000729,61.243271980434656
