timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-25T14:14:10,solar_dust_regnet_x_400mf_qk_ideal_456,2a6ea990-c1a2-47d3-97a3-f1d3e0e439cd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,409.38973589683883,0.0065641752617835985,1.60340494306816e-05,283.98663516018013,0.0,38.0,0.03339493705370604,0.0,0.004319370684206046,0.03771430773791208,0.0,Spain,ESP,andalusia,,,Linux-4.18.0-348.20.1.el8_5.x86_64-x86_64-with-glibc2.28,3.10.20,3.2.6,4,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz,0,,-5.9208,37.2866,128,machine,25.38157248157256,0,57.60663390663373,107.91614799593239,N,1.0,0.0
