run_id,study,seed,dataset,backbone,head,head_type,task_type,environment,n_qubits,depth,shots,noise_channels,n_trainable_params,epochs,lr,batch_size,train_time_s,energy_kwh,test_accuracy,test_precision,test_recall,test_f1,test_auc,timestamp
hymenoptera_resnet18_pl_ideal_q4_d1_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,4,1,,,2070,10,0.001,16,150.38861280493438,0.002175576000425175,0.9615384615384616,0.9623015873015872,0.9607778510217535,0.961379765637894,0.9967040210942649,2026-04-15T06:40:38.707366
hymenoptera_resnet18_pl_ideal_q4_d1_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,4,1,,,2070,10,0.001,16,150.89536961494014,0.0021827441396294464,0.9615384615384616,0.9623015873015872,0.9607778510217535,0.961379765637894,0.9967040210942649,2026-04-15T06:40:38.797199
hymenoptera_resnet18_pl_ideal_q4_d1_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,4,1,,,2070,10,0.001,16,152.1114896221552,0.0022001501532016403,0.9615384615384616,0.9623015873015872,0.9607778510217535,0.961379765637894,0.9967040210942649,2026-04-15T06:40:40.350606
hymenoptera_resnet18_pl_ideal_q4_d5_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,4,5,,,2118,10,0.001,16,248.27139303996228,0.0035848644544079302,0.9871794871794872,0.986842105263158,0.9878048780487805,0.9871604938271605,0.996704021094265,2026-04-15T06:44:58.371385
hymenoptera_resnet18_pl_ideal_q4_d5_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,4,5,,,2118,10,0.001,16,249.532881119987,0.003603166807699502,0.9871794871794872,0.986842105263158,0.9878048780487805,0.9871604938271605,0.996704021094265,2026-04-15T06:44:59.426002
hymenoptera_resnet18_pl_ideal_q4_d5_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,4,5,,,2118,10,0.001,16,252.18151909299195,0.0036411928188595706,0.9871794871794872,0.986842105263158,0.9878048780487805,0.9871604938271605,0.996704021094265,2026-04-15T06:45:03.935492
hymenoptera_resnet18_pl_ideal_q8_d1_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,8,1,,,4138,10,0.001,16,204.34122878313065,0.0029315112541187776,0.9615384615384616,0.9623015873015872,0.9607778510217535,0.961379765637894,0.997363216875412,2026-04-15T06:48:34.096829
hymenoptera_resnet18_pl_ideal_q8_d1_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,8,1,,,4138,10,0.001,16,205.05005322094075,0.002941889670081273,0.9615384615384616,0.9623015873015872,0.9607778510217535,0.961379765637894,0.997363216875412,2026-04-15T06:48:35.678267
hymenoptera_resnet18_pl_ideal_q8_d1_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,8,1,,,4138,10,0.001,16,206.03131643985398,0.0029565926358380394,0.9615384615384616,0.9623015873015872,0.9607778510217535,0.961379765637894,0.997363216875412,2026-04-15T06:48:41.374292
hymenoptera_resnet18_pl_ideal_q8_d3_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,8,3,,,4186,10,0.001,16,319.3555974040646,0.00456536392003176,0.9615384615384616,0.9611842105263158,0.9620962425840475,0.9614814814814814,0.9861568885959131,2026-04-15T06:54:05.936844
hymenoptera_resnet18_pl_ideal_q8_d3_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,8,3,,,4186,10,0.001,16,322.1212579230778,0.004603272658676954,0.9615384615384616,0.9611842105263158,0.9620962425840475,0.9614814814814814,0.9861568885959131,2026-04-15T06:54:10.121355
hymenoptera_resnet18_pl_ideal_q8_d3_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,8,3,,,4186,10,0.001,16,325.4587218549568,0.004647643595929447,0.9615384615384616,0.9611842105263158,0.9620962425840475,0.9614814814814814,0.9861568885959131,2026-04-15T06:54:19.287723
