run_id,epoch,train_loss,val_loss,train_acc,val_acc,lr,epoch_time_s
cats_vs_dogs_regnet_x_400mf_qk_noisy_456,0,0.6094101965272097,0.49130209982395173,0.6607608129233976,0.9375,0.001,108.80926434416324
cats_vs_dogs_regnet_x_400mf_qk_noisy_456,1,0.4405260002041559,0.3418864806493123,0.9286086503387181,0.9770833333333333,0.001,107.96683767507784
cats_vs_dogs_regnet_x_400mf_qk_noisy_456,2,0.32667875824153514,0.2417008772492409,0.9421573736321001,0.98125,0.001,108.61819672794081
cats_vs_dogs_regnet_x_400mf_qk_noisy_456,3,0.2507261002495489,0.18389096011718115,0.9541427826993225,0.9833333333333333,0.0009000000000000001,108.9538211338222
cats_vs_dogs_regnet_x_400mf_qk_noisy_456,4,0.20396298817696207,0.1483531932036082,0.95205836373111,0.9875,0.0009000000000000001,108.17638437007554
cats_vs_dogs_regnet_x_400mf_qk_noisy_456,5,0.18047353955312842,0.11052548090616862,0.9598749348619072,0.9875,0.0009000000000000001,109.34641699097119
cats_vs_dogs_regnet_x_400mf_qk_noisy_456,6,0.15722556280213884,0.09893868106106916,0.9567483064095883,0.9875,0.0008100000000000001,108.87055226694793
cats_vs_dogs_regnet_x_400mf_qk_noisy_456,7,0.13677410473110405,0.0886992854376634,0.962480458572173,0.9854166666666667,0.0008100000000000001,108.91805284586735
cats_vs_dogs_regnet_x_400mf_qk_noisy_456,8,0.13007008142617918,0.07894238233566284,0.9603960396039604,0.9875,0.0008100000000000001,109.72912181494758
cats_vs_dogs_regnet_x_400mf_qk_noisy_456,9,0.12426811440761913,0.06463904914756616,0.9619593538301199,0.9895833333333334,0.000729,110.47448811098002
