run_id,study,seed,dataset,backbone,head,head_type,task_type,environment,n_qubits,depth,shots,noise_channels,n_trainable_params,epochs,lr,batch_size,train_time_s,energy_kwh,test_accuracy,test_precision,test_recall,test_f1,test_auc,timestamp
solar_dust_efficientnet_b0_qk_ideal_123,main,123,solar_dust,efficientnet_b0,qk_ideal,qiskit,classification,simulation,4,3,,,5166,10,0.001,16,468.13053762499476,0.008266975139755602,0.8916666666666667,0.8970712475359054,0.8916666666666666,0.89129677374399,0.9427777777777778,2026-05-25T14:11:09.909142
