run_id,study,seed,dataset,backbone,head,head_type,task_type,environment,n_qubits,depth,shots,noise_channels,n_trainable_params,epochs,lr,batch_size,train_time_s,energy_kwh,test_accuracy,test_precision,test_recall,test_f1,test_auc,timestamp
solar_dust_mobilenetv2_linear_42,main,42,solar_dust,mobilenetv2,linear,classical,classification,simulation,,,,,2560,10,0.001,16,258.03889204596635,0.004216952197772484,0.925,0.9308645451985356,0.925,0.9247439202843007,0.9786111111111111,2026-04-14T19:20:18.813783
