run_id,study,seed,dataset,backbone,head,head_type,task_type,environment,n_qubits,depth,shots,noise_channels,n_trainable_params,epochs,lr,batch_size,train_time_s,energy_kwh,test_accuracy,test_precision,test_recall,test_f1,test_auc,timestamp
solar_dust_resnet18_pl_noisy_q4_d1_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,4,1,,"amplitude_damping,phase_damping,depolarizing",2070,10,0.001,16,770.4204363748431,0.006881021736089982,0.5,0.25,0.5,0.3333333333333333,0.5777777777777777,2026-04-15T09:04:52.750243
solar_dust_resnet18_pl_noisy_q4_d1_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,4,1,,"amplitude_damping,phase_damping,depolarizing",2070,10,0.001,16,784.6974895894527,0.007011125660683474,0.7666666666666667,0.8283173734610123,0.7666666666666666,0.7551734188283299,0.856388888888889,2026-04-15T09:05:07.222800
solar_dust_resnet18_pl_noisy_q4_d1_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,4,1,,"amplitude_damping,phase_damping,depolarizing",2070,10,0.001,16,785.3367449529469,0.007016999009670238,0.8166666666666667,0.8170189098998888,0.8166666666666667,0.8166157265907197,0.8880555555555556,2026-04-15T09:05:07.768977
solar_dust_resnet18_pl_noisy_q4_d1_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,4,1,,"amplitude_damping,phase_damping,depolarizing",2070,10,0.001,16,787.6170135401189,0.00703730245403559,0.5,0.25,0.5,0.3333333333333333,0.1625,2026-04-15T09:05:09.853468
solar_dust_resnet18_pl_noisy_q4_d5_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,4,5,,"amplitude_damping,phase_damping,depolarizing",2118,10,0.001,16,2398.2800996936858,0.020586070370202034,0.5,0.25,0.5,0.3333333333333333,0.33694444444444444,2026-04-15T09:45:23.610257
solar_dust_resnet18_pl_noisy_q4_d5_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,4,5,,"amplitude_damping,phase_damping,depolarizing",2118,10,0.001,16,2427.3105645254254,0.02081784023821372,0.5,0.25,0.5,0.3333333333333333,0.6756944444444446,2026-04-15T09:46:10.160839
solar_dust_resnet18_pl_noisy_q4_d5_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,4,5,,"amplitude_damping,phase_damping,depolarizing",2118,10,0.001,16,2436.397397670895,0.020894573566044218,0.5,0.25,0.5,0.3333333333333333,0.2916666666666667,2026-04-15T09:46:16.870032
solar_dust_resnet18_pl_noisy_q4_d5_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,4,5,,"amplitude_damping,phase_damping,depolarizing",2118,10,0.001,16,2436.3409803435206,0.020893900867722994,0.5,0.25,0.5,0.3333333333333333,0.3161111111111111,2026-04-15T09:46:17.764986
solar_dust_resnet18_pl_noisy_q8_d1_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,8,1,,"amplitude_damping,phase_damping,depolarizing",4138,10,0.001,16,2577.0181849077344,0.023796093364676172,0.825,0.8294846522106449,0.825,0.8244024806633684,0.9177777777777778,2026-04-15T10:28:56.372756
solar_dust_resnet18_pl_noisy_q8_d1_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,8,1,,"amplitude_damping,phase_damping,depolarizing",4138,10,0.001,16,2593.365922462195,0.02399245613035731,0.5,0.25,0.5,0.3333333333333333,0.6694444444444445,2026-04-15T10:30:05.183949
solar_dust_resnet18_pl_noisy_q8_d1_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,8,1,,"amplitude_damping,phase_damping,depolarizing",4138,10,0.001,16,2610.1595811732113,0.024143551157713727,0.625,0.7569960022844089,0.625,0.5697553979762568,0.8275,2026-04-15T10:30:16.714940
solar_dust_resnet18_pl_noisy_q8_d1_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,8,1,,"amplitude_damping,phase_damping,depolarizing",4138,10,0.001,16,2604.1617843918502,0.024093306655924105,0.8083333333333333,0.8513770180436847,0.8083333333333333,0.8022781001504405,0.9474999999999999,2026-04-15T10:30:16.964478
solar_dust_resnet18_pl_noisy_q8_d3_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,8,3,,"amplitude_damping,phase_damping,depolarizing",4186,10,0.001,16,6696.978784613311,0.06222604168608887,0.5,0.25,0.5,0.3333333333333333,0.4990277777777778,2026-04-15T12:21:47.622103
solar_dust_resnet18_pl_noisy_q8_d3_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,8,3,,"amplitude_damping,phase_damping,depolarizing",4186,10,0.001,16,6754.997392602265,0.06277186169978008,0.5083333333333333,0.7521008403361344,0.5083333333333333,0.3515889733492078,0.7005555555555556,2026-04-15T12:24:06.166357
solar_dust_resnet18_pl_noisy_q8_d3_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,8,3,,"amplitude_damping,phase_damping,depolarizing",4186,10,0.001,16,6753.296346310526,0.06275543284001997,0.5166666666666667,0.7542372881355932,0.5166666666666667,0.3693367162015223,0.7918055555555555,2026-04-15T12:24:07.910721
solar_dust_resnet18_pl_noisy_q8_d3_42,ablation,42,solar_dust,resnet18,pl_noisy,pennylane,classification,emulation,8,3,,"amplitude_damping,phase_damping,depolarizing",4186,10,0.001,16,6775.960050288588,0.06296361892649877,0.5,0.25,0.5,0.3333333333333333,0.6898611111111111,2026-04-15T12:24:15.260530
