run_id,study,seed,dataset,backbone,head,head_type,task_type,environment,n_qubits,depth,shots,noise_channels,n_trainable_params,epochs,lr,batch_size,train_time_s,energy_kwh,test_accuracy,test_precision,test_recall,test_f1,test_auc,timestamp
brain_tumor_regnet_x_400mf_mlp_b_42,main,42,brain_tumor,regnet_x_400mf,mlp_b,classical,classification,simulation,,,,,59522,10,0.001,16,249.3920725688804,0.003992392651097347,0.9525,0.952601835412968,0.9524999999999999,0.9524973279746985,0.9913749999999999,2026-04-14T19:03:57.747125
