run_id,study,seed,dataset,backbone,head,head_type,task_type,environment,n_qubits,depth,shots,noise_channels,n_trainable_params,epochs,lr,batch_size,train_time_s,energy_kwh,test_accuracy,test_precision,test_recall,test_f1,test_auc,timestamp
solar_dust_resnet18_mlp_b_0,main,0,solar_dust,resnet18,mlp_b,classical,classification,simulation,,,,,73858,10,0.001,16,260.1454719409812,0.0020677247364815844,0.925,0.927972027972028,0.925,0.9248695652173913,0.9733333333333334,2026-04-14T19:18:20.311162
