run_id,epoch,train_loss,val_loss,train_acc,val_acc,lr,epoch_time_s
hymenoptera_regnet_x_400mf_pl_noisy_0,0,0.7998768330559017,0.7560875862836838,0.4881889763779528,0.484375,0.001,96.27622714798781
hymenoptera_regnet_x_400mf_pl_noisy_0,1,0.7222751862420811,0.7052794545888901,0.4881889763779528,0.484375,0.001,96.24694939499022
hymenoptera_regnet_x_400mf_pl_noisy_0,2,0.6914179311023922,0.6666700392961502,0.4881889763779528,0.484375,0.001,95.73843821897754
hymenoptera_regnet_x_400mf_pl_noisy_0,3,0.6523186705243869,0.632970005273819,0.4881889763779528,0.484375,0.0009000000000000001,95.30163169500884
hymenoptera_regnet_x_400mf_pl_noisy_0,4,0.6221038703843365,0.6020428687334061,0.4881889763779528,0.484375,0.0009000000000000001,95.30990843300242
hymenoptera_regnet_x_400mf_pl_noisy_0,5,0.599522729088941,0.5777595192193985,0.4881889763779528,0.484375,0.0009000000000000001,94.22538904001703
hymenoptera_regnet_x_400mf_pl_noisy_0,6,0.5798452092906622,0.5614082291722298,0.4881889763779528,0.484375,0.0008100000000000001,93.66500505700242
hymenoptera_regnet_x_400mf_pl_noisy_0,7,0.5627758711811126,0.5386571809649467,0.4881889763779528,0.484375,0.0008100000000000001,93.68019001101493
hymenoptera_regnet_x_400mf_pl_noisy_0,8,0.5396489200629587,0.5230015590786934,0.515748031496063,0.5,0.0008100000000000001,93.61373479798203
hymenoptera_regnet_x_400mf_pl_noisy_0,9,0.534681111339509,0.5112282857298851,0.594488188976378,0.65625,0.000729,93.92793668500963
