timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-28T10:50:49,solar_dust_regnet_x_400mf_amplitude_damping_42,bf88c4df-7fe7-4a0a-bb00-b6d779d16c96,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1044.317076344043,0.0153122807248892,1.4662482374122082e-05,289.5101662897775,0.0,10.0,0.0850757203055217,0.0,0.0029006125005065,0.0879763328060283,0.0,Spain,ESP,andalusia,,,Linux-4.18.0-348.20.1.el8_5.x86_64-x86_64-with-glibc2.28,3.10.20,3.2.6,4,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz,0,,-5.9208,37.2866,16,machine,34.788867562380084,0,38.28253358925138,71.70964484846294,N,1.0,0.0
2026-04-28T10:50:55,solar_dust_regnet_x_400mf_amplitude_damping_42,16c27dd4-ccea-41af-9179-a6c373ff19be,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1050.2847377359867,0.015398990650582945,1.4661729431370483e-05,289.22315288561396,0.0,10.0,0.08555739187169208,0.0,0.0029171306826484694,0.08847452255434039,0.0,Spain,ESP,andalusia,,,Linux-4.18.0-348.20.1.el8_5.x86_64-x86_64-with-glibc2.28,3.10.20,3.2.6,4,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz,0,,-5.9208,37.2866,16,machine,34.797519083969455,0,38.28034351145033,71.70610721238697,N,1.0,0.0
