run_id,study,seed,dataset,backbone,head,head_type,task_type,environment,n_qubits,depth,shots,noise_channels,n_trainable_params,epochs,lr,batch_size,train_time_s,energy_kwh,test_accuracy,test_precision,test_recall,test_f1,test_auc,timestamp
hymenoptera_resnet18_pl_noisy_q8_d3_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,3,,"amplitude_damping,phase_damping,depolarizing",4186,10,0.001,16,4306.826916683465,0.04237620134695585,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.9143045484508899,2026-04-15T08:50:30.158730
hymenoptera_resnet18_pl_noisy_q8_d3_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,3,,"amplitude_damping,phase_damping,depolarizing",4186,10,0.001,16,4293.1284619271755,0.04224429907234868,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.964403427818062,2026-04-15T08:50:38.131670
hymenoptera_resnet18_pl_noisy_q8_d3_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,3,,"amplitude_damping,phase_damping,depolarizing",4186,10,0.001,16,4299.250118927099,0.04215163594509584,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.5876730388925511,2026-04-15T08:51:00.495303
hymenoptera_resnet18_pl_noisy_q8_d3_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,3,,"amplitude_damping,phase_damping,depolarizing",4186,10,0.001,16,4330.229084379971,0.04260858951070148,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.8177323665128544,2026-04-15T08:51:06.886794
hymenoptera_resnet18_pl_noisy_q8_d3_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,3,,"amplitude_damping,phase_damping,depolarizing",4186,10,0.001,16,4342.739853456616,0.04272711657927762,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.45484508899143045,2026-04-15T08:51:57.359416
hymenoptera_resnet18_pl_noisy_q8_d5_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,5,,"amplitude_damping,phase_damping,depolarizing",4234,10,0.001,16,6971.056719020009,0.06734260064059513,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.39815425181278835,2026-04-15T10:47:56.729783
hymenoptera_resnet18_pl_noisy_q8_d5_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,5,,"amplitude_damping,phase_damping,depolarizing",4234,10,0.001,16,6979.029985450208,0.06741546374105069,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.6334871456822677,2026-04-15T10:48:08.926822
hymenoptera_resnet18_pl_noisy_q8_d5_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,5,,"amplitude_damping,phase_damping,depolarizing",4234,10,0.001,16,6977.854558352847,0.06571311417016205,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.6750164798945286,2026-04-15T10:48:31.659117
hymenoptera_resnet18_pl_noisy_q8_d5_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,5,,"amplitude_damping,phase_damping,depolarizing",4234,10,0.001,16,7000.070974543691,0.06760306407039639,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.7270929466051418,2026-04-15T10:49:17.879959
hymenoptera_resnet18_pl_noisy_q8_d5_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,5,,"amplitude_damping,phase_damping,depolarizing",4234,10,0.001,16,6986.795003287494,0.0674613413531964,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.23401450230718523,2026-04-15T10:49:57.380723
