run_id,study,seed,dataset,backbone,head,head_type,task_type,environment,n_qubits,depth,shots,noise_channels,n_trainable_params,epochs,lr,batch_size,train_time_s,energy_kwh,test_accuracy,test_precision,test_recall,test_f1,test_auc,timestamp
hymenoptera_resnet18_qk_ideal_q8_d1_42,ablation,42,hymenoptera,resnet18,qk_ideal,qiskit,classification,simulation,8,1,,,4138,10,0.001,16,341.5972845563665,0.00493683175757759,0.9230769230769231,0.925510876730389,0.925510876730389,0.9230769230769231,0.990112063282795,2026-05-25T14:15:02.200063
