run_id,study,seed,dataset,backbone,head,head_type,task_type,environment,n_qubits,depth,shots,noise_channels,n_trainable_params,epochs,lr,batch_size,train_time_s,energy_kwh,test_accuracy,test_precision,test_recall,test_f1,test_auc,timestamp
solar_dust_resnet18_pl_ideal_q4_d1_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,4,1,,,2070,10,0.001,16,337.69766154512763,0.0026207213458421686,0.9,0.904040404040404,0.8999999999999999,0.899749373433584,0.9686111111111111,2026-04-15T06:43:46.770974
solar_dust_resnet18_pl_ideal_q4_d1_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,4,1,,,2070,10,0.001,16,338.89837239310145,0.0026300511164279636,0.9,0.904040404040404,0.8999999999999999,0.899749373433584,0.9686111111111111,2026-04-15T06:43:47.770325
solar_dust_resnet18_pl_ideal_q4_d5_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,4,5,,,2118,10,0.001,16,468.9899529591203,0.003590580545398005,0.875,0.8934712911687555,0.875,0.8735155646124657,0.9752777777777777,2026-04-15T06:51:51.229465
solar_dust_resnet18_pl_ideal_q4_d5_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,4,5,,,2118,10,0.001,16,468.61071703210473,0.003587938574615984,0.875,0.8934712911687555,0.875,0.8735155646124657,0.9752777777777777,2026-04-15T06:51:52.069091
solar_dust_resnet18_pl_ideal_q8_d1_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,8,1,,,4138,10,0.001,16,408.7228461354971,0.003127366070286937,0.8916666666666667,0.8944055944055944,0.8916666666666666,0.8914782608695653,0.955,2026-04-15T06:58:56.026937
solar_dust_resnet18_pl_ideal_q8_d1_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,8,1,,,4138,10,0.001,16,410.8132125996053,0.0031432979315486713,0.8916666666666667,0.8944055944055944,0.8916666666666666,0.8914782608695653,0.955,2026-04-15T06:58:57.369446
solar_dust_resnet18_pl_ideal_q8_d3_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,8,3,,,4186,10,0.001,16,550.2366651445627,0.004184848044026667,0.875,0.8934712911687555,0.875,0.8735155646124657,0.9647222222222221,2026-04-15T07:08:23.032109
solar_dust_resnet18_pl_ideal_q8_d3_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,8,3,,,4186,10,0.001,16,553.1595500148833,0.004207729884698613,0.875,0.8934712911687555,0.875,0.8735155646124657,0.9647222222222221,2026-04-15T07:08:27.258713
solar_dust_resnet18_pl_ideal_q8_d5_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,8,5,,,4234,10,0.001,16,697.5579891204834,0.005272655739015923,0.8833333333333333,0.8993055555555556,0.8833333333333333,0.8821548821548821,0.9672222222222222,2026-04-15T07:20:23.314770
solar_dust_resnet18_pl_ideal_q8_d5_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,8,5,,,4234,10,0.001,16,703.0124829635024,0.005313478569562147,0.8833333333333333,0.8993055555555556,0.8833333333333333,0.8821548821548821,0.9672222222222222,2026-04-15T07:20:24.374848
solar_dust_resnet18_pl_ideal_q16_d1_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,16,1,,,8274,10,0.001,16,916.939821049571,0.007171501677440805,0.5,0.25,0.5,0.3333333333333333,0.6379166666666667,2026-04-15T07:35:59.681449
solar_dust_resnet18_pl_ideal_q16_d1_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,16,1,,,8274,10,0.001,16,917.8183370903134,0.00717866692322805,0.5,0.25,0.5,0.3333333333333333,0.6379166666666667,2026-04-15T07:36:01.989455
solar_dust_resnet18_pl_ideal_q16_d3_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,16,3,,,8370,10,0.001,16,1703.5259399786592,0.013295543469735143,0.9,0.9114285714285715,0.8999999999999999,0.8993006993006993,0.9641666666666666,2026-04-15T08:04:48.703271
solar_dust_resnet18_pl_ideal_q16_d3_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,16,3,,,8370,10,0.001,16,1723.4228025786579,0.013449667559929553,0.9,0.9114285714285715,0.8999999999999999,0.8993006993006993,0.9641666666666666,2026-04-15T08:05:11.371763
solar_dust_resnet18_pl_ideal_q16_d5_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,16,5,,,8466,10,0.001,16,2507.7559426501393,0.019583591284180028,0.9,0.904040404040404,0.8999999999999999,0.899749373433584,0.965,2026-04-15T08:47:08.632801
solar_dust_resnet18_pl_ideal_q16_d5_42,ablation,42,solar_dust,resnet18,pl_ideal,pennylane,classification,simulation,16,5,,,8466,10,0.001,16,2540.4641118608415,0.019830086533697923,0.9,0.904040404040404,0.8999999999999999,0.899749373433584,0.965,2026-04-15T08:48:04.341266
