run_id,study,seed,dataset,backbone,head,head_type,task_type,environment,n_qubits,depth,shots,noise_channels,n_trainable_params,epochs,lr,batch_size,train_time_s,energy_kwh,test_accuracy,test_precision,test_recall,test_f1,test_auc,timestamp
brain_tumor_regnet_x_400mf_qk_noisy_123,main,123,brain_tumor,regnet_x_400mf,qk_noisy,qiskit,classification,emulation,4,3,1024,,1646,10,0.001,16,727.2659347450244,0.011947379699861309,0.95,0.9501800720288115,0.95,0.9499949994999499,0.993575,2026-04-15T03:42:03.319093
