timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-14T19:23:06,solar_dust_efficientnet_b0_linear_42,651bb346-fa19-4e7f-97ac-b08bf2fc6124,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,276.28765362501144,0.0025780398272751176,9.330999027463368e-06,174.43213547430776,0.0,10.0,0.014044950680395997,0.0,0.0007671138256374332,0.014812064506033427,0.0,Spain,ESP,andalusia,,,Linux-4.18.0-348.20.1.el8_5.x86_64-x86_64-with-glibc2.28,3.10.20,3.2.6,4,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz,0,,-5.9208,37.2866,16,machine,17.500000000000004,0,12.556727272727246,23.51290495439009,N,1.0,0.0
