run_id,study,seed,dataset,backbone,head,head_type,task_type,environment,n_qubits,depth,shots,noise_channels,n_trainable_params,epochs,lr,batch_size,train_time_s,energy_kwh,test_accuracy,test_precision,test_recall,test_f1,test_auc,timestamp
hymenoptera_mobilenetv2_pl_noisy_0,main,0,hymenoptera,mobilenetv2,pl_noisy,pennylane,classification,emulation,4,3,,"amplitude_damping,phase_damping,depolarizing",5166,10,0.001,16,941.9441966221202,0.00971527555365764,0.8846153846153846,0.9099999999999999,0.8783783783783784,0.8813186813186813,0.996704021094265,2026-04-15T03:27:00.737369
hymenoptera_mobilenetv2_pl_noisy_42,main,42,hymenoptera,mobilenetv2,pl_noisy,pennylane,classification,emulation,4,3,,"amplitude_damping,phase_damping,depolarizing",5166,10,0.001,16,956.925816622097,0.009877516409323897,0.9615384615384616,0.9625,0.9634146341463414,0.9615321387473286,0.9980224126565589,2026-04-15T03:27:15.783539
hymenoptera_mobilenetv2_pl_noisy_789,main,789,hymenoptera,mobilenetv2,pl_noisy,pennylane,classification,emulation,4,3,,"amplitude_damping,phase_damping,depolarizing",5166,10,0.001,16,958.7190499131102,0.009987675869255053,0.9743589743589743,0.9743589743589743,0.975609756097561,0.9743421052631579,0.994726433750824,2026-04-15T03:27:17.964603
hymenoptera_mobilenetv2_pl_noisy_456,main,456,hymenoptera,mobilenetv2,pl_noisy,pennylane,classification,emulation,4,3,,"amplitude_damping,phase_damping,depolarizing",5166,10,0.001,16,965.399397389032,0.010053667231544938,0.9743589743589743,0.9743589743589743,0.975609756097561,0.9743421052631579,0.9980224126565589,2026-04-15T03:27:24.093932
