timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-15T04:45:11,brain_tumor_regnet_x_400mf_pl_noisy_789,fe08ff14-3c20-49b1-91e5-f8010759c029,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4548.793157042004,0.0348978164026187,7.671884651117464e-06,148.2391830688306,0.0,10.0,0.1878701124795807,0.0,0.0126344345047268,0.20050454698430742,0.0,Spain,ESP,andalusia,,,Linux-4.18.0-348.20.1.el8_5.x86_64-x86_64-with-glibc2.28,3.10.20,3.2.6,4,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz,0,,-5.9208,37.2866,16,machine,2.243218846323245,0,3.2243945398504845,6.021192791702358,N,1.0,0.0
