run_id,study,seed,dataset,backbone,head,head_type,task_type,environment,n_qubits,depth,shots,noise_channels,n_trainable_params,epochs,lr,batch_size,train_time_s,energy_kwh,test_accuracy,test_precision,test_recall,test_f1,test_auc,timestamp
hymenoptera_resnet18_pl_noisy_q4_d1_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,4,1,,"amplitude_damping,phase_damping,depolarizing",2070,10,0.001,16,429.20742412796244,0.003912828296822948,0.9871794871794872,0.986842105263158,0.9878048780487805,0.9871604938271605,0.989452867501648,2026-04-15T06:45:15.294232
hymenoptera_resnet18_pl_noisy_q4_d1_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,4,1,,"amplitude_damping,phase_damping,depolarizing",2070,10,0.001,16,431.9883028338663,0.0039388715414716904,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.885959129861569,2026-04-15T06:45:17.873076
hymenoptera_resnet18_pl_noisy_q4_d1_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,4,1,,"amplitude_damping,phase_damping,depolarizing",2070,10,0.001,16,428.1539674070664,0.0039073544333707595,0.9230769230769231,0.9361702127659575,0.9189189189189189,0.9217914438502673,0.9597890573500331,2026-04-15T06:45:19.157020
hymenoptera_resnet18_pl_noisy_q4_d5_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,4,5,,"amplitude_damping,phase_damping,depolarizing",2118,10,0.001,16,1517.142483972013,0.013363205833418254,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.98022412656559,2026-04-15T07:10:54.358599
hymenoptera_resnet18_pl_noisy_q4_d5_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,4,5,,"amplitude_damping,phase_damping,depolarizing",2118,10,0.001,16,1515.9256179400254,0.01335289715972675,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.5405405405405406,2026-04-15T07:10:57.177628
hymenoptera_resnet18_pl_noisy_q4_d5_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,4,5,,"amplitude_damping,phase_damping,depolarizing",2118,10,0.001,16,1542.4095389831346,0.013591941998875846,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.8859591298615689,2026-04-15T07:11:22.911792
hymenoptera_resnet18_pl_noisy_q8_d1_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,1,,"amplitude_damping,phase_damping,depolarizing",4138,10,0.001,16,1599.0863950019702,0.015663602462276136,0.6666666666666666,0.7936507936507937,0.6829268292682926,0.6378571428571429,0.954515491100857,2026-04-15T07:37:55.923596
hymenoptera_resnet18_pl_noisy_q8_d1_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,1,,"amplitude_damping,phase_damping,depolarizing",4138,10,0.001,16,1610.8365340770688,0.015782183553811446,0.9487179487179487,0.9512195121951219,0.9512195121951219,0.9487179487179487,0.992089650626236,2026-04-15T07:38:10.513298
hymenoptera_resnet18_pl_noisy_q8_d1_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,1,,"amplitude_damping,phase_damping,depolarizing",4138,10,0.001,16,1610.866125693079,0.01579193611297709,0.8589743589743589,0.8854166666666667,0.8658536585365854,0.8578293289146645,0.988134475939354,2026-04-15T07:38:36.925117
hymenoptera_resnet18_pl_noisy_q8_d3_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,3,,"amplitude_damping,phase_damping,depolarizing",4186,10,0.001,16,4278.843940234976,0.04195009815042821,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.7498352010547132,2026-04-15T08:50:03.862602
hymenoptera_resnet18_pl_noisy_q8_d3_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,3,,"amplitude_damping,phase_damping,depolarizing",4186,10,0.001,16,4282.386690468062,0.04198866130699581,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.5227422544495715,2026-04-15T08:50:47.090026
hymenoptera_resnet18_pl_noisy_q8_d3_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,3,,"amplitude_damping,phase_damping,depolarizing",4186,10,0.001,16,4313.200044346042,0.042287937117506384,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.6239288068556361,2026-04-15T08:50:53.234081
hymenoptera_resnet18_pl_noisy_q8_d5_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,5,,"amplitude_damping,phase_damping,depolarizing",4234,10,0.001,16,6906.788220647024,0.06512328758610249,0.5384615384615384,0.7534246575342466,0.5609756097560976,0.4450592885375494,0.964403427818062,2026-04-15T10:46:21.906784
hymenoptera_resnet18_pl_noisy_q8_d5_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,5,,"amplitude_damping,phase_damping,depolarizing",4234,10,0.001,16,6958.630164535949,0.06555046102213545,0.5384615384615384,0.7534246575342466,0.5609756097560976,0.4450592885375494,0.9314436387607119,2026-04-15T10:47:56.641186
hymenoptera_resnet18_pl_noisy_q8_d5_42,ablation,42,hymenoptera,resnet18,pl_noisy,pennylane,classification,emulation,8,5,,"amplitude_damping,phase_damping,depolarizing",4234,10,0.001,16,6983.084961127024,0.06576405993804431,0.47435897435897434,0.23717948717948717,0.5,0.3217391304347826,0.9729729729729729,2026-04-15T10:48:30.289139
