run_id,epoch,train_loss,val_loss,train_acc,val_acc,lr,epoch_time_s
brain_tumor_resnet18_pl_noisy_42,0,0.6454560831189156,0.6266265094280243,0.7015625,0.65625,0.001,494.5410877969116
brain_tumor_resnet18_pl_noisy_42,1,0.5926649577915668,0.5388935893774033,0.79453125,0.934375,0.001,483.4174054078758
brain_tumor_resnet18_pl_noisy_42,2,0.5297766990959645,0.4863797962665558,0.90546875,0.953125,0.001,481.63812805712223
brain_tumor_resnet18_pl_noisy_42,3,0.4653214801102877,0.42516310662031176,0.95234375,0.95625,0.0009000000000000001,481.60949706379324
brain_tumor_resnet18_pl_noisy_42,4,0.40586350560188295,0.36075389236211775,0.95234375,0.959375,0.0009000000000000001,481.4772805948742
brain_tumor_resnet18_pl_noisy_42,5,0.3544901303946972,0.3103001907467842,0.94921875,0.9625,0.0009000000000000001,481.4278247910552
brain_tumor_resnet18_pl_noisy_42,6,0.2990403719246387,0.2770834319293499,0.96015625,0.9625,0.0008100000000000001,481.43364785891026
brain_tumor_resnet18_pl_noisy_42,7,0.2521675441414118,0.21769554242491723,0.9640625,0.96875,0.0008100000000000001,481.33760283421725
brain_tumor_resnet18_pl_noisy_42,8,0.2141762563958764,0.1917727619409561,0.9703125,0.96875,0.0008100000000000001,481.45921993022785
brain_tumor_resnet18_pl_noisy_42,9,0.1886025440879166,0.19352822229266167,0.96796875,0.96875,0.000729,481.51553530804813
